cell,scenario,method,segment,mean,std,count,alpha
R1_theta0,A,legs,post,0.3710780273820856,0.04736793717702435,50,0.0
R1_theta0,A,legs,pre,0.3754398938927876,0.04790312790015178,50,0.0
R1_theta0,A,point,all,0.6616980896041993,0.04667803986132989,50,30.0
R1_theta0,A,point,post,0.6663493473392821,0.06916039608342198,50,30.0
R1_theta0,A,point,pre,0.6706498661699896,0.0777526054152142,50,30.0
R1_theta45,A,cur,all,0.3286871008362296,0.026835622043220625,50,1.0
R1_theta45,A,cur,post,0.30245867693507034,0.04048632157470217,50,1.0
R1_theta45,A,cur,pre,0.35911823759477085,0.032182497611888634,50,1.0
R1_theta45,A,hist,all,0.3014073465225541,0.028538428263938126,50,1.0
R1_theta45,A,hist,post,0.302131869815174,0.04045494331267177,50,1.0
R1_theta45,A,hist,pre,0.30693398598264693,0.0391654450189533,50,1.0
R1_theta45,A,in,all,0.3014261700343123,0.028487544988741748,50,1.0
R1_theta45,A,in,post,0.3021616622840323,0.040443512175323236,50,1.0
R1_theta45,A,in,pre,0.3069357685114263,0.03904559460155947,50,1.0
R1_theta45,A,legs,all,0.3802561322224847,0.03887193924824881,50,0.0
R1_theta45,A,legs,post,0.38083755760486526,0.05246867747681292,50,0.0
R1_theta45,A,legs,pre,0.3872087868286121,0.04977503154361269,50,0.0
R1_theta45,A,point,all,0.6802006369126019,0.05867594685894163,50,30.0
R1_theta45,A,point,post,0.682984213576004,0.08480099262056724,50,30.0
R1_theta45,A,point,pre,0.6913868576929175,0.08217942609415352,50,30.0
R3_drift,A,cur,all,0.06470437634550116,0.0027577268392220407,50,0.03
R3_drift,A,cur,post,0.0692296854164835,0.013038412114334267,50,0.03
R3_drift,A,cur,pre,0.06478358972270487,0.006920017060579496,50,0.03
R3_drift,A,hist,all,0.06368659986819349,0.002959805293949774,50,0.1
R3_drift,A,hist,post,0.06842307188223189,0.012912131613644769,50,0.1
R3_drift,A,hist,pre,0.06362260358638248,0.007233932430148437,50,0.1
R3_drift,A,in,all,0.0636857369736465,0.002956989992300004,50,0.1
R3_drift,A,in,post,0.0684219830833529,0.012912750446905211,50,0.1
R3_drift,A,in,pre,0.06362235104502818,0.007235623839004909,50,0.1
R3_drift,A,legs,all,0.06527314165498269,0.0027764796007836087,50,0.0
